,extracted_comments,comments_date,translated_comments
1185,.,2022-06-12 18:54:50,.
1186,Tokyooooooooooo,2022-06-12 18:54:50,Tokyooooooooooo
1187,Helal kanka,2022-08-11 18:54:50,Helal kanka
1188,Play in the rom stop to kil nob in the Bad server,2022-07-12 18:54:50,Play in the rom stop to kil nob in the Bad server
1189,may tokyo sa pinas may tokyo din pala na taga ibang bansa,2022-07-12 18:54:50,may tokyo sa pinas may tokyo din pala na taga ibang bansa
1190,Yog amg ya,2022-06-12 18:54:50,Yog amg ya
1191,Tokyo op!!!,2022-06-12 18:54:50,Tokyo op!!!
1192,Hii,2022-07-12 18:54:50,Hii
1193,🤣,2022-09-10 18:54:50,🤣
1194,✊,2022-07-12 18:54:50,✊
1195,ماشاءالله اسطورة ,2022-07-12 18:54:50,ماشاءالله اسطورة 
1196,Jeeeez,2022-09-10 18:54:50,Jeeeez
1197,Efirr efirr,2022-06-12 18:54:50,Efirr efirr
1198,You talking a lot ,2022-08-11 18:54:50,You talking a lot 
1199,🤩,2022-07-12 18:54:50,🤩
1200,Así como hack en free fire jajaa igual el aimbot para dispRo,2022-07-12 18:54:50,Así como hack en free fire jajaa igual el aimbot para dispRo
1201,😂,2022-07-12 18:54:50,😂
1202,Nau nau,2022-06-12 18:54:50,Nau nau
1203,Por decir maldiciones le pongo no me gusta,2022-07-12 18:54:50,Por decir maldiciones le pongo no me gusta
1204,Hi bro ,2022-07-12 18:54:50,Hi bro 
1205,İngilizce yakışmıyor sana,2022-06-12 18:54:50,İngilizce yakışmıyor sana
1206,You Deepanchou jr ,2022-06-12 18:54:50,You Deepanchou jr 
1207,Good wow mantap,2022-06-12 18:54:50,Good wow mantap
1208,BROOOOOOOO,2022-07-12 18:54:50,BROOOOOOOO
1209,Ur noob,2022-06-12 18:54:50,Ur noob
1210,op,2022-06-12 18:54:50,op
1211,tokyo OP,2022-06-12 18:54:50,tokyo OP
1212,Trovo: ,2022-06-12 18:54:50,Trovo: 
1213,Tokyo is one of the best team-deleting players I've ever seen,2022-06-12 18:54:50,Tokyo is one of the best team-deleting players I've ever seen
1214,Not only that you are the most underrated but also amongst the best player of CODM BR Community,2022-06-12 18:54:50,Not only that you are the most underrated but also amongst the best player of CODM BR Community
1215,1:24,2022-07-12 18:54:50,1:24
1216,"I watched many streamers but I think you’re number 1 in the world. Nowadays 40 kills is top , players have become better and they go around together always , 1vs squads ain’t easy anymore",2022-06-12 18:54:50,"I watched many streamers but I think you’re number 1 in the world. Nowadays 40 kills is top , players have become better and they go around together always , 1vs squads ain’t easy anymore"
1217,Daddy Tokyo never disappoints with these banger clips,2022-06-12 18:54:50,Daddy Tokyo never disappoints with these banger clips
1218,This man gameplay is so freaking funny plus OP what more could one want GG new sub here,2022-06-12 18:54:50,This man gameplay is so freaking funny plus OP what more could one want GG new sub here
1219,Ve ayrıca ALLAH her elini attın işte istediğin sonucu almayı istediğin mevkiye gelmeyi nasipetsin inşallah gerçek ten seni izlerken kafam rahatlıyo inşallah seni daha iyi yerlerde görücemiz  zamanlarda bir an önce gelir iyi oyunlar herdaim başarılar kardeşim,2022-06-12 18:54:50,Ve ayrıca ALLAH her elini attın işte istediğin sonucu almayı istediğin mevkiye gelmeyi nasipetsin inşallah gerçek ten seni izlerken kafam rahatlıyo inşallah seni daha iyi yerlerde görücemiz  zamanlarda bir an önce gelir iyi oyunlar herdaim başarılar kardeşim
1220,Çoğunlukla 27-33 bandında kill alıyordun şu an 40 bile alıyorsun. Helal olsun Tokyooooo,2022-06-12 18:54:50,Çoğunlukla 27-33 bandında kill alıyordun şu an 40 bile alıyorsun. Helal olsun Tokyooooo
1221,Tokyo edits are getting crazy `Uwu’ ,2022-06-12 18:54:50,Tokyo edits are getting crazy `Uwu’ 
1222,my 5th time rewatching this particular clip and i just discovered your channel ,2022-08-11 18:54:50,my 5th time rewatching this particular clip and i just discovered your channel 
1223,Insane gameplay,2022-06-12 18:54:50,Insane gameplay
1224,unas de la mejores partidas de call of duty que vi o hasta el momento el unico el que mas me impresiono me suscribo y dejo mi me gusta buen video,2022-07-12 18:54:50,unas de la mejores partidas de call of duty que vi o hasta el momento el unico el que mas me impresiono me suscribo y dejo mi me gusta buen video
1225,Killing Machine ,2022-07-12 18:54:50,Killing Machine 
1226,Awesome video Tokyo I hope I can play with you one day ,2022-06-12 18:54:50,Awesome video Tokyo I hope I can play with you one day 
1227,Insane gameplay..,2022-06-12 18:54:50,Insane gameplay..
1228,"You are a very good player , but you know your enemies were a little newbie but your movements and shuts were amazing",2022-07-12 18:54:50,"You are a very good player , but you know your enemies were a little newbie but your movements and shuts were amazing"
1229,Yapıyorsun bu işi be kardeşim yaparım dedinve yine yaptın ellerine sağlık video için teşekkürler,2022-06-12 18:54:50,Yapıyorsun bu işi be kardeşim yaparım dedinve yine yaptın ellerine sağlık video için teşekkürler
1230,"You're Narco's best player , he said your gameplay was sick I agree You're sick bro",2022-07-12 18:54:50,"You're Narco's best player , he said your gameplay was sick I agree You're sick bro"
1231,damm,2022-06-12 18:54:50,damm
1232,Helalin var kardeşim bu oyun senin için çıkmış resmen kanka eline sağlık ,2022-06-12 18:54:50,Helalin var kardeşim bu oyun senin için çıkmış resmen kanka eline sağlık 
1233,Emudakinden daha kaliteli oyun karşımızda işte azim vazgeçmemek bu. Tbrk ederim berk,2022-07-12 18:54:50,Emudakinden daha kaliteli oyun karşımızda işte azim vazgeçmemek bu. Tbrk ederim berk
1234,Ese final ,2022-06-12 18:54:50,Ese final 
1235,Glad I found your channel I learn from everyone's clips ggs again,2022-06-12 18:54:50,Glad I found your channel I learn from everyone's clips ggs again
1236,"Besides Tokyo’s gameplay, has someone noticed his amazing tste in music? Like NF omg.",2022-09-10 18:54:50,"Besides Tokyo’s gameplay, has someone noticed his amazing tste in music? Like NF omg."
1237,fire as always akam ,2022-06-12 18:54:50,fire as always akam 
1238,High respect ,2022-06-12 18:54:50,High respect 
1239,I heard this guy had some good gameplay but that’s some mad skill with that HSO (New Sub),2022-09-10 18:54:50,I heard this guy had some good gameplay but that’s some mad skill with that HSO (New Sub)
1240,Bro you are so under rated,2022-06-12 18:54:50,Bro you are so under rated
1241,Gran vídeo. ,2022-09-10 18:54:50,Gran vídeo. 
1242,my dude is a killing machine.,2022-06-12 18:54:50,my dude is a killing machine.
1243,Great as always ,2022-06-12 18:54:50,Great as always 
1244,This guy is total vibe when he was trying to kill the platform pumped guy,2022-06-12 18:54:50,This guy is total vibe when he was trying to kill the platform pumped guy
1245,Well played bro,2022-06-12 18:54:50,Well played bro
1246,Insane brow! ,2022-07-12 18:54:50,Insane brow! 
1247,Ggs bro you are on top ,2022-06-12 18:54:50,Ggs bro you are on top 
1248,The music and gameplay are both amazing,2022-06-12 18:54:50,The music and gameplay are both amazing
1249,Narco talk about you bro … you’re freaking good ,2022-08-11 18:54:50,Narco talk about you bro … you’re freaking good 
1250,9:00,2022-07-12 18:54:50,9:00
1251,"Tokyo that shit was amazing, you are the ads king hands down....GG bro",2022-06-12 18:54:50,"Tokyo that shit was amazing, you are the ads king hands down....GG bro"
1252,Me: blinks,2022-06-12 18:54:50,Me: blinks
1253,Please keep up the good work,2022-06-12 18:54:50,Please keep up the good work
1254,I think because of the music bro. ,2022-06-12 18:54:50,I think because of the music bro. 
1255,Yo that's amazing bro... you got a new sub,2022-06-12 18:54:50,Yo that's amazing bro... you got a new sub
1256,Seriously... How do you manage to play like that? ,2022-07-12 18:54:50,Seriously... How do you manage to play like that? 
1257,bro you're amazing I've never seen you play here you have one more follower I know it's not a big deal but I won't stop giving my like,2022-07-12 18:54:50,bro you're amazing I've never seen you play here you have one more follower I know it's not a big deal but I won't stop giving my like
1258,FIRE GAME BRO! Well done ,2022-07-12 18:54:50,FIRE GAME BRO! Well done 
1259,That was fire....,2022-07-12 18:54:50,That was fire....
1260,Yesterday i watch this match in your live ggs man you are the best,2022-06-12 18:54:50,Yesterday i watch this match in your live ggs man you are the best
1261,Final fights ,2022-06-12 18:54:50,Final fights 
1262,You're good. New subscriber here,2022-07-12 18:54:50,You're good. New subscriber here
1263,"Yoh bro, can you do one video for you and LagYT playing duo vs squad on a private lobby?",2022-06-12 18:54:50,"Yoh bro, can you do one video for you and LagYT playing duo vs squad on a private lobby?"
1264,Just found another GOD just subbed with bell and smashed that like ,2022-08-11 18:54:50,Just found another GOD just subbed with bell and smashed that like 
1265,Bro Tokyo is fast asf ,2022-09-10 18:54:50,Bro Tokyo is fast asf 
1266,"""help me step bro Im stuck"" xD thats why I enjoy ur streams",2022-09-10 18:54:50,"""help me step bro Im stuck"" xD thats why I enjoy ur streams"
1267,Great video my bro,2022-06-12 18:54:50,Great video my bro
1268,Wow!!!!! You are an amazing players!!!,2022-06-12 18:54:50,Wow!!!!! You are an amazing players!!!
1269,GGs bro new sub ,2022-06-12 18:54:50,GGs bro new sub 
1270,:_kral:,2022-06-12 18:54:50,:_kral:
1271,Helal kanka efsane olmuş ,2022-06-12 18:54:50,Helal kanka efsane olmuş 
1272,Bro I'm playing on phone it's kinda hard I don't choke but even when I'm playing at my best I just idk it doesn't result to anything idk what should I focus on sometimes the hud doesn't work and sometimes the fov  seems kinda off the device gets laggy that's understandable but what should I be focusing on.big fan Tokyo,2022-06-12 18:54:50,Bro I'm playing on phone it's kinda hard I don't choke but even when I'm playing at my best I just idk it doesn't result to anything idk what should I focus on sometimes the hud doesn't work and sometimes the fov  seems kinda off the device gets laggy that's understandable but what should I be focusing on.big fan Tokyo
1273,Perfect ,2022-06-12 18:54:50,Perfect 
1274,I play on 90ms ping so shotgun registration is hard... I always watch ur videos to dream big ,2022-06-12 18:54:50,I play on 90ms ping so shotgun registration is hard... I always watch ur videos to dream big 
1275,this is my first day watching your videos just i enjoyed ggs,2022-07-12 18:54:50,this is my first day watching your videos just i enjoyed ggs
1276,Tokyo çıtayı öyle bı yere çıkardın ki kendi oynadigim oyun artık beni tatmin ,2022-06-12 18:54:50,Tokyo çıtayı öyle bı yere çıkardın ki kendi oynadigim oyun artık beni tatmin 
1277,Shotgun play is insane!!!!,2022-06-12 18:54:50,Shotgun play is insane!!!!
1278,Damn you play way too smooth,2022-06-12 18:54:50,Damn you play way too smooth
1279,12:12,2022-10-19 18:54:50,12:12
1280,Hello Tokyo lezzgooo,2022-06-12 18:54:50,Hello Tokyo lezzgooo
1281,"Du bist echt gut, ich frag mich wann wurde ich im dieser leben so spielen wie du. Geil man ",2022-07-12 18:54:50,"Du bist echt gut, ich frag mich wann wurde ich im dieser leben so spielen wie du. Geil man "
1282,Tokyo is too cracked,2022-06-12 18:54:50,Tokyo is too cracked
1283,Nice gameplay ,2022-06-12 18:54:50,Nice gameplay 
1284,Joga muito ,2022-07-12 18:54:50,Joga muito 
1285,"Bro, you can go for the record",2022-06-12 18:54:50,"Bro, you can go for the record"
1286,The accent makes him even funnier,2022-08-11 18:54:50,The accent makes him even funnier
1287,bro furry klanindan slm 10 numarasın tam destek devamm ke,2022-06-12 18:54:50,bro furry klanindan slm 10 numarasın tam destek devamm ke
1288,Bro love the Shiloh music goes well with the tempo,2022-06-12 18:54:50,Bro love the Shiloh music goes well with the tempo
1289,Intense bro,2022-07-12 18:54:50,Intense bro
1290,42 kills exactly....damnnnn,2022-07-12 18:54:50,42 kills exactly....damnnnn
1291,Question...,2022-07-12 18:54:50,Question...
1292,gg ,2022-06-12 18:54:50,gg 
1293,My highest is like 21 kills. Aiming for 30 before.,2022-06-12 18:54:50,My highest is like 21 kills. Aiming for 30 before.
1294,"Sir, yesterday i watched ur video and i become ur fan sir.... ",2022-09-10 18:54:50,"Sir, yesterday i watched ur video and i become ur fan sir.... "
1295,Dude your insane ,2022-06-12 18:54:50,Dude your insane 
1296,Super ,2022-06-12 18:54:50,Super 
1297,gg wp bro.  Nice aim,2022-08-11 18:54:50,gg wp bro.  Nice aim
1298,Kanka mitik fennecte 4. Seviyedeki uzun namlu 8. Seviyede aldığından dahamı kalın oluyor görüntü olarak,2022-06-12 18:54:50,Kanka mitik fennecte 4. Seviyedeki uzun namlu 8. Seviyede aldığından dahamı kalın oluyor görüntü olarak
1299,9:00,2022-06-12 18:54:50,9:00
1300,You are the Best bro ,2022-06-12 18:54:50,You are the Best bro 
1301,Nice game!,2022-07-12 18:54:50,Nice game!
1302,Gg brooo,2022-06-12 18:54:50,Gg brooo
1303,Harikasın arkadaşım baypas tan sevgilerle,2022-10-10 18:54:50,Harikasın arkadaşım baypas tan sevgilerle
1304,🔥,2022-06-12 18:54:50,🔥
1305,Insane,2022-06-12 18:54:50,Insane
1306,Much love man ,2022-07-12 18:54:50,Much love man 
1307,Kim ne derse desin aga sen bu iste en iyisisin sadece bu vidyo ya bakarak demiyorum uzun zamandir takip ediyorum daha iyisini gormedim,2022-07-12 18:54:50,Kim ne derse desin aga sen bu iste en iyisisin sadece bu vidyo ya bakarak demiyorum uzun zamandir takip ediyorum daha iyisini gormedim
1308,"Смешно смотреть как ты играешь на легендарном и как у тебя противники как роботы играют, не стреляют по тебе, в то время когда сам играю на легендарном и у меня враги очень опасные не то что у тебя на видео",2022-06-12 18:54:50,"Смешно смотреть как ты играешь на легендарном и как у тебя противники как роботы играют, не стреляют по тебе, в то время когда сам играю на легендарном и у меня враги очень опасные не то что у тебя на видео"
1309,That’s tuff ,2022-06-12 18:54:50,That’s tuff 
1310,Crazy edit there,2022-06-12 18:54:50,Crazy edit there
1311,Bro we meet in isolated at farm ,2022-06-12 18:54:50,Bro we meet in isolated at farm 
1312,The squirrel is what gets me ,2022-06-12 18:54:50,The squirrel is what gets me 
1313,Can anyone tell how he kills enemies so fast,2022-06-12 18:54:50,Can anyone tell how he kills enemies so fast
1314,"Nice game bro,, ",2022-06-12 18:54:50,"Nice game bro,, "
1315,you the best bro ,2022-07-12 18:54:50,you the best bro 
1316,What’s the third song ? Great video ! Earned yourself a new sub and like,2022-07-12 18:54:50,What’s the third song ? Great video ! Earned yourself a new sub and like
1317,PARKER = BEST RECORD,2022-08-11 18:54:50,PARKER = BEST RECORD
1318,Nice ,2022-06-12 18:54:50,Nice 
1319,Damn bro you are insane,2022-07-12 18:54:50,Damn bro you are insane
1320,Woooow,2022-06-12 18:54:50,Woooow
1321,Liked it ,2022-06-12 18:54:50,Liked it 
1322,Beast,2022-06-12 18:54:50,Beast
1323,4:06,2022-08-11 18:54:50,4:06
1324,Daaamnn good,2022-07-12 18:54:50,Daaamnn good
1325,40bomb with hso,2022-06-12 18:54:50,40bomb with hso
1326,3:55,2022-07-12 18:54:50,3:55
1327,😂,2022-06-12 18:54:50,😂
1328,U deserve more subs,2022-08-11 18:54:50,U deserve more subs
1329,Bro am subscribing now ,2022-07-12 18:54:50,Bro am subscribing now 
1330,"You are so good man, ",2022-10-26 18:54:50,"You are so good man, "
1331,Nerelerdesin be Berk,2022-06-12 18:54:50,Nerelerdesin be Berk
